"Date","JPASSOCIAT.NS.Open","JPASSOCIAT.NS.High","JPASSOCIAT.NS.Low","JPASSOCIAT.NS.Close","JPASSOCIAT.NS.Volume","JPASSOCIAT.NS.Adjusted"
2016-02-18,7.45,7.5,7,7.2,23400900,7.2
2016-02-19,7.1,7.2,6.9,6.95,21827100,6.95
2016-02-22,7,7.15,6.85,6.95,17779000,6.95
2016-02-23,7.05,7.15,6.85,7,22201200,7
2016-02-24,6.95,7.05,6.85,7,13134500,7
2016-02-25,7,7.05,6.7,6.75,25555900,6.75
2016-02-26,6.85,6.85,6.5,6.75,18794600,6.75
2016-02-29,7.05,7.3,6.8,7.05,49922500,7.05
2016-03-01,7.25,7.25,7.1,7.2,21900700,7.2
2016-03-02,7.3,7.5,7.25,7.45,17748500,7.45
2016-03-03,7.5,7.7,7.45,7.65,23946500,7.65
2016-03-04,7.75,7.9,7.6,7.7,19256200,7.7
2016-03-07,7.7,7.7,7.7,7.7,0,7.7
2016-03-08,7.8,8.2,7.6,7.85,37914300,7.85
2016-03-09,7.75,8.1,7.7,7.95,19277700,7.95
2016-03-10,8,8,7.6,7.7,22496400,7.7
2016-03-11,7.7,7.8,7.5,7.55,21005300,7.55
2016-03-14,7.65,7.7,7.2,7.25,24429400,7.25
2016-03-15,7.2,7.45,7.15,7.3,17500600,7.3
2016-03-16,7.35,7.4,7.05,7.2,22666900,7.2
2016-03-17,7.3,7.35,7,7.1,12910100,7.1
2016-03-18,7.1,7.45,6.9,7.3,32736500,7.3
2016-03-21,7.4,7.45,7.25,7.3,11416700,7.3
2016-03-22,7.35,7.6,7.3,7.55,15666000,7.55
2016-03-23,7.55,7.6,7.45,7.55,11069200,7.55
2016-03-24,7.55,7.55,7.55,7.55,0,7.55
2016-03-25,7.55,7.55,7.55,7.55,0,7.55
2016-03-28,7.55,7.55,7.1,7.1,13482100,7.1
2016-03-29,7.05,7.15,6.95,7,14528600,7
2016-03-30,7.25,7.45,7.1,7.4,23604800,7.4
2016-03-31,7.4,7.8,7.35,7.7,25715500,7.7
2016-04-01,7.9,9,7.8,8.5,91366300,8.5
2016-04-04,8.6,8.7,8.2,8.35,27798100,8.35
2016-04-05,8.25,8.3,7.8,7.85,18708400,7.85
2016-04-06,7.9,8.6,7.75,8.45,32707100,8.45
2016-04-07,8.4,8.5,8.15,8.2,34860200,8.2
2016-04-08,8.15,8.25,7.95,8,23594700,8
2016-04-11,8.05,8.1,7.85,8,13540300,8
2016-04-12,7.95,8.1,7.85,7.9,16041600,7.9
2016-04-13,8,8.2,7.95,8,18320100,8
2016-04-14,8,8,8,8,0,8
2016-04-15,8,8,8,8,0,8
2016-04-18,8,8.1,7.9,7.95,9312100,7.95
2016-04-19,7.95,7.95,7.95,7.95,0,7.95
2016-04-20,8,8.3,7.95,8.15,22659800,8.15
2016-04-21,8.25,8.55,8.2,8.3,21016000,8.3
2016-04-22,8.35,8.35,8.1,8.15,12323500,8.15
2016-04-25,8.15,8.2,7.8,7.85,14108900,7.85
2016-04-26,7.8,7.95,7.7,7.9,15672600,7.9
2016-04-27,7.95,8.05,7.8,7.8,14421300,7.8
2016-04-28,7.8,7.85,7.3,7.45,39069700,7.45
2016-04-29,7.4,7.55,7.3,7.5,11860700,7.5
2016-05-02,7.45,7.55,7.35,7.4,9382200,7.4
2016-05-03,7.5,7.55,7.3,7.35,16861600,7.35
2016-05-04,7.3,7.4,7.05,7.1,15024700,7.1
2016-05-05,7.15,7.15,7,7.05,15292700,7.05
2016-05-06,7,7.05,6.9,6.95,9612900,6.95
2016-05-09,7,7.05,6.85,6.9,12334700,6.9
2016-05-10,6.9,6.95,6.6,6.6,23344500,6.6
2016-05-11,6.5,6.85,6.4,6.6,26333300,6.6
2016-05-12,6.6,6.65,6.45,6.55,13774800,6.55
2016-05-13,6.6,6.6,6.4,6.45,19690500,6.45
2016-05-16,6.45,6.5,6.3,6.45,15451800,6.45
2016-05-17,6.5,6.6,6.4,6.5,8200800,6.5
2016-05-18,6.45,6.55,6.35,6.45,7846100,6.45
2016-05-19,6.45,6.5,6.3,6.35,8341300,6.35
2016-05-20,6.4,6.4,6.2,6.25,5991300,6.25
2016-05-23,6.25,6.3,6.05,6.05,16023800,6.05
2016-05-24,6.1,6.1,5.65,5.85,20261400,5.85
2016-05-25,5.9,6.1,5.85,6,20303700,6
2016-05-26,6.05,6.05,5.5,5.6,52805000,5.6
2016-05-27,5.6,5.75,5.5,5.7,18368100,5.7
2016-05-30,5.7,5.75,5.55,5.65,10594400,5.65
2016-05-31,5.65,5.65,5.45,5.5,22363400,5.5
2016-06-01,5.55,5.55,5.3,5.4,19904800,5.4
2016-06-02,5.45,5.5,5.3,5.4,15243700,5.4
2016-06-03,5.45,5.7,5.35,5.6,36647800,5.6
2016-06-06,5.6,5.75,5.5,5.65,17473900,5.65
2016-06-07,5.65,5.65,5.55,5.6,6560100,5.6
2016-06-08,5.6,5.65,5.5,5.55,19626300,5.55
2016-06-09,5.55,5.75,5.5,5.7,35123900,5.7
2016-06-10,5.7,6.3,5.6,6.1,76806300,6.1
2016-06-13,6.05,7.15,6,6.85,64413200,6.85
2016-06-14,7.05,8.05,7,7.95,114189300,7.95
2016-06-15,8.05,8.1,7.25,7.6,79228300,7.6
2016-06-16,7.5,7.65,7.15,7.55,39716200,7.55
2016-06-17,7.65,7.9,7.3,7.7,55081600,7.7
2016-06-20,7.4,7.7,7.4,7.65,21807300,7.65
2016-06-21,7.65,8.15,7.55,8,35568000,8
2016-06-22,8,8.1,7.65,7.75,30237000,7.75
2016-06-23,7.75,7.9,7.55,7.85,20445400,7.85
2016-06-24,7.5,7.5,6.85,7.25,49450200,7.25
2016-06-27,7.15,7.6,7.15,7.45,24354200,7.45
2016-06-28,7.5,7.65,7.4,7.5,19806900,7.5
2016-06-29,7.55,7.95,7.5,7.85,46373000,7.85
2016-06-30,7.95,9,7.95,8.85,117891100,8.85
2016-07-01,8.95,9,8.45,8.55,55717500,8.55
2016-07-04,8.65,9.3,8.65,9.1,70841300,9.1
2016-07-05,10,12.4,9.8,11.6,407182700,11.6
2016-07-06,11.6,11.6,11.6,11.6,0,11.6
2016-07-07,11.9,12.55,11.85,12.05,242311200,12.05
2016-07-08,12.05,12.1,11.2,11.35,104062900,11.35
2016-07-11,11.55,11.75,10.75,10.95,72935500,10.95
2016-07-12,10.9,11.4,10.35,11.15,126488500,11.15
2016-07-13,11.2,11.6,11,11.2,98349200,11.2
2016-07-14,11.3,11.6,11.25,11.4,51676900,11.4
2016-07-15,11.5,11.8,11.05,11.1,67967400,11.1
2016-07-18,11.25,11.5,10.85,11,49795500,11
2016-07-19,11.25,11.75,11.2,11.65,93939700,11.65
2016-07-20,11.8,12.2,11.55,12,64184600,12
2016-07-21,12.25,13.5,12.15,12.45,210520000,12.45
2016-07-22,12.3,12.8,12.15,12.55,55991600,12.55
2016-07-25,12.6,12.8,12.4,12.45,29247200,12.45
2016-07-26,12.45,12.5,11.95,12.1,49261300,12.1
2016-07-27,12.2,12.85,12.1,12.6,46007400,12.6
2016-07-28,12.9,13.4,12.8,13.3,103646400,13.3
2016-07-29,13.25,13.3,12,12.1,111576700,12.1
2016-08-01,12.25,12.55,11.7,12,86237600,12
2016-08-02,11.95,12.4,11.75,11.9,62850500,11.9
2016-08-03,11.9,12.3,11.75,11.85,51809800,11.85
2016-08-04,12.2,12.25,11.9,12,38233200,12
2016-08-05,12.1,12.35,12.05,12.2,36306500,12.2
2016-08-08,12.35,12.4,12.1,12.25,16836400,12.25
2016-08-09,12.25,12.25,11.55,11.75,54905900,11.75
2016-08-10,11.75,11.75,11,11.1,39984300,11.1
2016-08-11,11.1,12,10.9,11.75,69108400,11.75
2016-08-12,11.8,12,11.2,11.3,28359800,11.3
2016-08-15,11.3,11.3,11.3,11.3,0,11.3
2016-08-16,11.25,11.3,10.5,11,46905400,11
2016-08-17,10.9,11.1,10.4,10.55,43848800,10.55
2016-08-18,10.7,11.05,10.55,10.9,31985600,10.9
2016-08-19,11.05,11.4,10.95,11.15,33473000,11.15
2016-08-22,11.1,11.25,10.85,11,20936200,11
2016-08-23,11.05,11.75,10.9,11.55,39618800,11.55
2016-08-24,11.65,11.75,11.5,11.6,18870800,11.6
2016-08-25,11.65,11.95,11.6,11.65,41479300,11.65
2016-08-26,11.75,11.85,11.2,11.25,40945800,11.25
2016-08-29,11.25,11.3,10.45,11.15,23025700,11.15
2016-08-30,11.3,11.4,11.2,11.25,9264800,11.25
2016-08-31,11.25,11.9,11.25,11.65,50541300,11.65
2016-09-01,11.45,11.5,11.05,11.2,35321700,11.2
2016-09-02,11.2,11.35,11.05,11.3,15305200,11.3
2016-09-05,11.3,11.3,11.3,11.3,0,11.3
2016-09-06,11.45,11.6,11.35,11.5,11191100,11.5
2016-09-07,11.5,12.2,11.05,11.95,60654400,11.95
2016-09-08,12.05,12.8,12.05,12.3,50803100,12.3
2016-09-09,12.2,12.4,11.75,12.1,45677200,12.1
2016-09-12,10.9,11.65,10.9,11.25,32253900,11.25
2016-09-13,11.25,11.25,11.25,11.25,0,11.25
2016-09-14,11.35,11.7,11.35,11.6,24141100,11.6
2016-09-15,11.7,11.85,11.35,11.5,22651900,11.5
2016-09-16,11.55,11.7,11.3,11.35,16833300,11.35
2016-09-19,11.5,11.6,11.4,11.5,17270700,11.5
2016-09-20,11.7,11.7,11.35,11.45,10979300,11.45
2016-09-21,11.45,11.55,11.15,11.25,10162900,11.25
2016-09-22,11.5,11.7,11.25,11.55,17808100,11.55
2016-09-23,11.55,11.55,11.25,11.4,10788300,11.4
2016-09-26,11.3,11.45,11.05,11.1,15609300,11.1
2016-09-27,11.3,11.35,10.95,11.1,31190100,11.1
2016-09-28,11.1,11.25,10.95,11.15,15767700,11.15
2016-09-29,11.45,11.75,10.05,10.2,84861500,10.2
2016-09-30,10.3,10.65,10.25,10.5,26630200,10.5
2016-10-03,10.7,11,10.55,10.85,36033500,10.85
2016-10-04,10.95,11.1,10.75,10.95,20731300,10.95
2016-10-05,11,11.2,10.9,11.05,18314300,11.05
2016-10-06,11.3,11.65,11.05,11.15,38549500,11.15
2016-10-07,11.5,11.6,11.1,11.3,27483900,11.3
2016-10-10,11.3,11.4,10.9,11.05,17711200,11.05
2016-10-11,11.05,11.05,11.05,11.05,0,11.05
2016-10-12,11.05,11.05,11.05,11.05,0,11.05
2016-10-13,10.95,11,10.6,10.8,16459500,10.8
2016-10-14,10.85,10.95,10.65,10.8,18990400,10.8
2016-10-17,10.8,10.9,10.45,10.5,16757100,10.5
2016-10-18,10.6,10.85,10.6,10.7,12654700,10.7
2016-10-19,10.7,10.75,10.55,10.7,13027700,10.7
2016-10-20,10.85,11.4,10.7,11.25,29711600,11.25
2016-10-21,11.4,11.45,11.05,11.35,26129200,11.35
2016-10-24,11.35,11.65,11.25,11.5,26959900,11.5
2016-10-25,11.6,11.6,11.3,11.4,18791800,11.4
2016-10-26,11.35,11.5,11.2,11.3,23600200,11.3
2016-10-27,11.3,11.35,10.85,10.95,35131300,10.95
2016-10-28,10.9,11.3,10.8,11.15,14319800,11.15
2016-10-31,11.15,11.15,11.15,11.15,0,11.15
2016-11-01,11.2,11.25,10.95,11,9828000,11
2016-11-02,10.95,10.95,10.65,10.7,12678800,10.7
2016-11-03,10.65,10.8,10.45,10.55,10331600,10.55
2016-11-04,10.55,10.65,9.65,9.95,28556700,9.95
2016-11-07,10.15,10.2,9.85,9.95,13887600,9.95
2016-11-08,10.05,10.05,9.8,9.95,6727800,9.95
2016-11-09,9,9.25,8,9.15,35707500,9.15
2016-11-10,9.35,9.5,9.25,9.4,10556900,9.4
2016-11-11,9.3,9.3,8.7,8.75,17225000,8.75
2016-11-14,8.75,8.75,8.75,8.75,0,8.75
2016-11-15,8.85,8.85,8.2,8.3,17204100,8.3
2016-11-16,8.6,8.6,8.05,8.1,18950900,8.1
2016-11-17,8.1,8.25,7.9,8.05,12846900,8.05
2016-11-18,8.1,8.15,7.85,8,10471200,8
2016-11-21,8.05,8.1,7.6,7.7,16713700,7.7
2016-11-22,7.75,7.85,7.45,7.6,21649700,7.6
2016-11-23,7.65,7.7,7.4,7.45,17252300,7.45
2016-11-24,7.45,7.45,7,7.1,27340100,7.1
2016-11-25,7.1,7.3,6.7,7.25,23677200,7.25
2016-11-28,7.25,7.55,7.15,7.5,18903500,7.5
2016-11-29,7.55,7.85,7.5,7.65,11797700,7.65
2016-11-30,7.7,8.15,7.65,8.1,23039500,8.1
2016-12-01,8.15,8.25,7.7,7.75,18625900,7.75
2016-12-02,7.65,7.7,7.45,7.55,13170600,7.55
2016-12-05,7.55,7.75,7.45,7.65,9247100,7.65
2016-12-06,7.65,7.85,7.65,7.75,7748600,7.75
2016-12-07,7.75,7.95,7.55,7.65,12293400,7.65
2016-12-08,7.8,7.95,7.75,7.9,11737100,7.9
2016-12-09,7.9,8,7.8,7.9,6502500,7.9
2016-12-12,7.8,7.85,7.6,7.65,5815700,7.65
2016-12-13,7.7,7.85,7.6,7.75,8488500,7.75
2016-12-14,7.75,7.9,7.65,7.7,7338100,7.7
2016-12-15,7.55,7.85,7.5,7.75,6840100,7.75
2016-12-16,7.8,7.85,7.65,7.75,7792800,7.75
2016-12-19,7.8,7.8,7.6,7.7,7107900,7.7
2016-12-20,7.7,7.75,7.25,7.35,11492000,7.35
2016-12-21,7.4,7.7,7.25,7.55,18274800,7.55
2016-12-22,7.5,7.6,7.25,7.35,9633000,7.35
2016-12-23,7.35,7.5,7.15,7.4,16226800,7.4
2016-12-26,7.35,7.45,7.15,7.2,14147100,7.2
2016-12-27,7.25,7.45,7.1,7.4,10903100,7.4
2016-12-28,7.5,7.7,7.45,7.55,15020900,7.55
2016-12-29,7.6,7.6,7.45,7.45,14056000,7.45
2016-12-30,7.55,8.25,7.5,8.05,38596500,8.05
2017-01-02,8.1,8.45,8.05,8.3,25680000,8.3
2017-01-03,8.35,8.4,7.9,8.2,31971900,8.2
2017-01-04,8.25,9.95,8.2,9.8,110190200,9.8
2017-01-05,10,11.05,9.85,10.55,127753500,10.55
2017-01-06,10.6,10.75,10.15,10.4,55011000,10.4
2017-01-09,10.45,10.95,10.4,10.6,47351200,10.6
2017-01-10,10.7,10.9,10.35,10.55,29767400,10.55
2017-01-11,10.45,10.55,10.25,10.35,21934500,10.35
2017-01-12,10.4,10.45,10.25,10.3,12428300,10.3
2017-01-13,10.35,10.35,9.7,9.85,20609200,9.85
2017-01-16,9.9,9.9,9.4,9.8,20584100,9.8
2017-01-17,9.8,9.85,9.65,9.7,8008400,9.7
2017-01-18,9.7,10.55,9.65,10.2,37293600,10.2
2017-01-19,10.25,10.65,10.15,10.25,28158600,10.25
2017-01-20,10.05,10.3,9.8,9.85,16727400,9.85
2017-01-23,9.85,10.35,9.8,10,17253900,10
2017-01-24,10,10.45,10,10.3,25212100,10.3
2017-01-25,10.5,10.9,10.4,10.75,63881100,10.75
2017-01-26,10.75,10.75,10.75,10.75,0,10.75
2017-01-27,10.8,10.9,10.4,10.5,20223900,10.5
2017-01-30,10.4,10.85,10.35,10.65,22552800,10.65
2017-01-31,10.6,12.2,10.45,11.4,86622100,11.4
2017-02-01,11.5,12.8,11.45,12.45,108187200,12.45
2017-02-02,12.3,13.6,12.15,12.85,131136300,12.85
2017-02-03,12.7,13.55,12.6,13,44927500,13
2017-02-06,13.2,14.55,13.2,13.75,81457800,13.75
2017-02-07,14,14.4,12.85,13.05,54138100,13.05
2017-02-08,13.35,14.15,13.15,13.9,56162300,13.9
2017-02-09,14.3,14.55,13.75,14.05,52076600,14.05
2017-02-10,14.25,14.35,13.15,13.4,40417800,13.4
2017-02-13,13.4,13.95,13,13.15,40073500,13.15
2017-02-14,13.1,13.35,12.9,13,19315200,13
2017-02-15,13.05,13.3,11.95,12.05,41368700,12.05
2017-02-16,12.3,13.85,12.25,13.6,116009100,13.6
2017-02-17,14.1,15.35,13.55,14.95,144828800,14.95
2017-02-20,15.25,15.7,14.8,15.05,99763100,15.05
2017-02-21,14.9,15.25,14.15,14.45,61640200,14.45
2017-02-22,14.3,14.85,13.7,13.9,87676000,13.9
2017-02-23,13.95,15,13.9,14.75,85978500,14.75
2017-02-24,14.75,14.75,14.75,14.75,0,14.75
2017-02-27,14.95,16.4,14.9,16.2,151977000,16.2
2017-02-28,16.35,16.8,15.75,16.45,124733900,16.45
2017-03-01,16.55,16.75,15.65,16,95935200,16
2017-03-02,16.2,16.3,14.7,14.95,70518200,14.95
2017-03-03,14.9,15.45,14.7,15.3,56595100,15.3
2017-03-06,15.5,16.15,15.3,15.45,60037500,15.45
2017-03-07,15.65,15.9,15.15,15.25,39672700,15.25
2017-03-08,15.45,15.55,14.85,15.1,56672600,15.1
2017-03-09,15.05,15.25,14.75,15.05,32544100,15.05
2017-03-10,15.25,15.45,14.8,14.95,45876300,14.95
2017-03-13,14.95,14.95,14.95,14.95,0,14.95
2017-03-14,14.9,15.1,13.4,14.05,103064000,14.05
2017-03-15,14.3,15,14.25,14.9,107946000,14.9
2017-03-16,15.1,15.25,14.75,14.85,31469100,14.85
2017-03-17,14.8,14.8,13.65,13.9,60596800,13.9
2017-03-20,13.8,13.8,12.9,13.1,53542500,13.1
2017-03-21,13.4,13.6,13.1,13.45,49738900,13.45
2017-03-22,13.3,13.35,12.95,13.2,39330900,13.2
2017-03-23,13.35,13.5,13.2,13.35,23705500,13.35
2017-03-24,13.45,13.75,13.3,13.4,40860500,13.4
2017-03-27,13.3,13.45,13,13.05,26344100,13.05
2017-03-28,13.2,13.75,13.1,13.55,34781000,13.55
2017-03-29,13.7,14.05,13.5,13.8,45486700,13.8
2017-03-30,13.95,14.3,13.5,13.95,81527100,13.95
2017-03-31,14.05,14.25,13.6,13.75,53928800,13.75
2017-04-03,13.9,13.9,13.45,13.65,38030600,13.65
2017-04-04,13.65,13.65,13.65,13.65,0,13.65
2017-04-05,13.6,14.35,13.4,14.2,45823000,14.2
2017-04-06,14.05,14.3,13.8,13.95,33282900,13.95
2017-04-07,13.85,14,12.7,12.9,46240700,12.9
2017-04-10,13,13.2,12.65,12.85,31625700,12.85
2017-04-11,12.9,13.65,12.8,13.5,42035100,13.5
2017-04-12,13.5,13.55,12.85,12.95,28923300,12.95
2017-04-13,12.9,13.1,12.75,12.8,13980600,12.8
2017-04-14,12.8,12.8,12.8,12.8,0,12.8
2017-04-17,12.8,12.9,12.4,12.65,23538200,12.65
2017-04-18,12.65,13.45,12.5,12.6,58232200,12.6
2017-04-19,12.6,12.8,12.55,12.7,17507100,12.7
2017-04-20,12.6,12.95,12.2,12.6,24639000,12.6
2017-04-21,12.7,13,12.7,12.75,20072400,12.75
