"Date","SINTEX.NS.Open","SINTEX.NS.High","SINTEX.NS.Low","SINTEX.NS.Close","SINTEX.NS.Volume","SINTEX.NS.Adjusted"
2016-01-25,76.6475,77.7284,75.7631,76.6475,1803200,75.91951
2016-01-26,76.6475,76.6475,76.6475,76.6475,0,75.91951
2016-01-27,77.6301,77.7775,75.4683,76.0088,1269000,75.28687
2016-01-28,76.3527,77.7775,75.5666,77.1388,1162600,76.40614
2016-01-29,77.1388,79.2515,76.5001,77.7284,2003800,76.99014
2016-02-01,78.5145,81.0203,78.0723,80.2833,2028700,79.52078
2016-02-02,80.6273,81.4625,73.4538,75.9105,1906100,75.18951
2016-02-03,74.1908,75.6648,72.3238,73.1099,1941000,72.41551
2016-02-04,74.4365,75.9105,72.2255,73.0608,1564100,72.36687
2016-02-05,73.4538,76.1562,73.4538,75.8122,1455900,75.09214
2016-02-08,76.0579,77.5319,75.714,76.3527,951800,75.62751
2016-02-09,75.8614,75.8614,73.1099,73.8469,1416400,73.14551
2016-02-10,73.4538,73.4538,70.555,71.292,1722700,70.61487
2016-02-11,71.2429,71.2429,64.8556,65.5434,2861300,64.92088
2016-02-12,66.0348,66.5261,62.3989,65.1995,2470800,64.58024
2016-02-15,66.8209,69.5723,66.8209,68.2457,1875300,67.5975
2016-02-16,69.0319,69.3758,66.9683,67.3613,1142600,66.7215
2016-02-17,67.6561,67.6561,64.4134,66.9191,1488800,66.2835
2016-02-18,68.344,70.6533,67.8035,69.1301,1513100,68.4735
2016-02-19,69.0319,75.37,68.7862,74.0926,2936600,73.38887
2016-02-22,74.5839,74.6822,72.7168,73.5521,1409600,72.85351
2016-02-23,73.5521,73.6012,70.2602,70.5059,1839200,69.83624
2016-02-24,70.1619,70.1619,67.1157,67.3122,2345100,66.67288
2016-02-25,67.7053,70.6041,67.3613,67.8527,2550100,67.20824
2016-02-26,68.7862,69.4741,65.8382,66.0348,2588800,65.4076
2016-02-29,66.477,67.607,62.9885,63.7255,4014400,63.12024
2016-03-01,64.659,67.0174,64.4625,66.5261,2424400,65.89424
2016-03-02,67.8527,70.1619,67.6561,69.1301,3932500,68.4735
2016-03-03,69.7689,70.1128,67.8527,68.8845,2605000,68.23024
2016-03-04,69.5723,71.4394,68.4914,70.6533,3572500,69.98224
2016-03-07,70.6533,70.6533,70.6533,70.6533,0,69.98224
2016-03-08,70.6041,72.2746,69.2775,71.292,2596900,70.61487
2016-03-09,70.8007,71.4394,69.5232,70.7024,1893500,70.03087
2016-03-10,71.292,72.1272,69.4741,70.9481,1735800,70.27424
2016-03-11,70.4567,72.1272,69.8671,70.6041,1742800,69.93351
2016-03-14,71.0955,71.6851,69.5232,70.3585,1407700,69.69024
2016-03-15,70.3585,70.7024,68.6388,69.2284,1706600,68.57087
2016-03-16,69.5232,69.5232,66.7226,68.0001,2099200,67.35424
2016-03-17,69.0319,69.6706,68.2949,68.4914,1473000,67.84087
2016-03-18,69.1793,69.7689,67.6561,68.344,1477300,67.69487
2016-03-21,68.7862,69.4741,68.4914,68.9827,2668600,68.3275
2016-03-22,69.8671,73.9943,69.818,72.3238,7422600,71.63687
2016-03-23,72.4712,73.3064,71.4885,72.3238,3264500,71.63687
2016-03-24,72.3238,72.3238,72.3238,72.3238,0,71.63687
2016-03-25,72.3238,72.3238,72.3238,72.3238,0,71.63687
2016-03-28,72.9134,74.3874,71.8324,72.6186,3134500,71.92887
2016-03-29,73.2573,74.6822,73.2082,73.6504,3834100,72.95087
2016-03-30,74.3382,75.4683,74.1908,75.1244,2509400,74.41087
2016-03-31,75.714,76.9914,75.0752,75.6648,2706100,74.94614
2016-04-01,75.9596,79.4481,75.2718,78.6619,4256700,77.91478
2016-04-04,79.2024,80.2833,78.6619,79.3989,2851500,78.64478
2016-04-05,79.2024,79.2024,75.714,76.0088,2836900,75.28687
2016-04-06,76.2053,78.0232,74.5348,77.3845,2283800,76.64951
2016-04-07,77.6301,77.7775,75.9596,76.5492,1416300,75.82214
2016-04-08,76.7949,77.581,75.714,77.1388,1558000,76.40614
2016-04-11,77.4336,78.2197,76.9423,77.4827,1272400,76.74677
2016-04-12,77.6301,79.3989,77.5319,78.9076,2175700,78.15814
2016-04-13,80.529,82.7891,80.529,81.3151,3774900,80.54278
2016-04-14,81.3151,81.3151,81.3151,81.3151,0,80.54278
2016-04-15,81.3151,81.3151,81.3151,81.3151,0,80.54278
2016-04-18,81.8556,83.1822,80.3816,82.7891,2133700,82.00277
2016-04-19,82.7891,82.7891,82.7891,82.7891,0,82.00277
2016-04-20,84.1648,85.7371,82.8382,83.2804,3406600,82.48941
2016-04-21,84.1157,84.951,82.74,83.477,1843600,82.68414
2016-04-22,83.4278,83.4278,81.8556,82.3469,1109600,81.56477
2016-04-25,82.3469,82.74,80.6273,81.0203,1217800,80.25078
2016-04-26,81.0203,83.4278,80.6764,82.74,1706700,81.95414
2016-04-27,83.2313,83.2313,82.0521,82.6908,1264300,81.90541
2016-04-28,83.133,83.133,81.5608,82.1012,1661800,81.3214
2016-04-29,82.2486,82.5434,79.8903,81.5608,1529600,80.78614
2016-05-02,81.5608,81.5608,80.2833,80.7747,1083400,80.0075
2016-05-03,81.1677,82.74,79.8411,79.9885,1779300,79.22878
2016-05-04,79.5955,80.0377,78.8093,79.3498,1463600,78.59614
2016-05-05,79.6446,79.8903,77.1879,77.6301,1413200,76.89277
2016-05-06,77.1388,80.7747,76.8931,79.2024,1788100,78.45014
2016-05-09,79.5955,80.2833,79.4481,79.8411,785400,79.08278
2016-05-10,80.6764,81.1677,79.8903,80.3816,1438700,79.61814
2016-05-11,79.3989,80.0377,77.9249,79.4972,881600,78.74214
2016-05-12,79.9394,81.0695,79.4481,80.2833,1523700,79.52078
2016-05-13,79.6937,79.9885,77.6793,78.3671,1682500,77.62278
2016-05-16,78.5145,79.2024,77.8267,78.1706,984700,77.42814
2016-05-17,78.5637,78.6128,77.3845,77.6793,1159300,76.94151
2016-05-18,77.0405,77.4827,76.1562,76.9914,1246800,76.26014
2016-05-19,77.3353,78.8093,75.5666,75.7631,1814200,75.04351
2016-05-20,76.1562,76.1562,73.2082,73.503,1287500,72.80487
2016-05-23,73.9943,74.0926,71.2429,71.4394,1158800,70.76087
2016-05-24,71.4885,73.896,71.292,72.766,1416300,72.07487
2016-05-25,73.503,74.5839,73.503,73.896,851900,73.19414
2016-05-26,74.2891,76.5001,74.2891,76.3527,1414600,75.62751
2016-05-27,76.7457,79.2024,76.5492,78.8093,1976900,78.06078
2016-05-30,79.3007,82.9365,77.7284,80.1851,5507200,79.4235
2016-05-31,81.1677,81.7573,78.1215,79.6446,3406100,78.88814
2016-06-01,79.9885,81.5608,78.6128,79.055,1929700,78.30414
2016-06-02,78.6128,79.1041,77.2371,77.7775,1622000,77.03877
2016-06-03,78.4163,78.7111,75.6648,75.7631,2215300,75.04351
2016-06-06,76.0579,76.2053,74.1908,74.6822,1519900,73.97287
2016-06-07,75.0261,75.5666,73.7978,74.1908,1981800,73.48614
2016-06-08,74.5839,77.5319,74.2891,76.9423,2789200,76.21151
2016-06-09,77.2371,78.0723,76.2053,76.6475,1883600,75.91951
2016-06-10,76.844,77.5319,75.6648,76.1562,1314300,75.43287
2016-06-13,74.7804,75.4683,73.7486,74.4365,1547400,73.72951
2016-06-14,74.8296,75.5174,74.24,74.633,1130100,73.92414
2016-06-15,77.6301,81.266,77.6301,79.0059,8945600,78.2555
2016-06-16,79.0059,79.0059,76.3036,77.1879,2579400,76.45477
2016-06-17,77.9249,78.0723,75.1244,75.714,3410200,74.99487
2016-06-20,74.9278,76.7949,74.8296,76.3036,2453900,75.57887
2016-06-21,76.6475,76.6966,75.5174,76.0579,1681200,75.33551
2016-06-22,76.451,76.6475,75.2226,75.6157,1746200,74.89751
2016-06-23,75.714,75.7631,74.7313,75.0261,1665200,74.31351
2016-06-24,73.2082,74.6822,70.9481,74.1908,2651800,73.48614
2016-06-27,74.1908,76.0579,74.1908,75.2718,1868600,74.55687
2016-06-28,75.714,76.0088,73.8469,74.0434,2799300,73.34014
2016-06-29,74.6822,75.9105,74.4856,75.2226,3695400,74.50814
2016-06-30,75.9105,80.0377,75.37,79.5463,12149000,78.79078
2016-07-01,80.7255,83.3296,80.5781,82.2978,14629200,81.51614
2016-07-04,83.0348,84.8036,82.9856,83.477,6791200,82.68414
2016-07-05,83.8209,83.8209,80.2342,80.4799,9412100,79.7155
2016-07-06,80.4799,80.4799,80.4799,80.4799,0,79.7155
2016-07-07,80.8729,80.8729,78.1706,78.5145,9192300,77.76878
2016-07-08,78.6128,79.0059,76.844,77.4336,6640500,76.69814
2016-07-11,78.6619,79.1041,78.1215,78.5145,2872000,77.76878
2016-07-12,78.7111,81.0203,78.7111,80.7255,5446300,79.95878
2016-07-13,81.6099,82.3469,80.7255,81.0203,4405500,80.25078
2016-07-14,81.2169,81.2169,80.1851,80.4307,3077300,79.66678
2016-07-15,80.529,80.5781,78.4163,78.8093,4160400,78.06078
2016-07-18,78.9567,80.0868,77.7775,78.0232,2831800,77.28214
2016-07-19,78.0232,78.8093,77.6793,78.1706,2089700,77.42814
2016-07-20,78.6128,79.6937,78.2689,79.4972,2091200,78.74214
2016-07-21,79.6446,80.0868,78.1706,78.4654,1920900,77.72014
2016-07-22,78.5145,79.3007,78.2197,78.7111,2791000,77.9635
2016-07-25,79.055,79.5955,78.5145,79.2515,3969700,78.49878
2016-07-26,80.0868,80.5781,78.8585,79.3007,4325500,78.5475
2016-07-27,79.5955,79.9394,78.318,79.2024,4126600,78.45014
2016-07-28,79.9885,81.2169,74.8296,76.4018,21284000,75.67614
2016-07-29,76.5492,76.7949,75.0261,75.37,4994500,74.65414
2016-08-01,75.6648,76.0088,74.1908,74.7313,3055100,74.02151
2016-08-02,74.9278,75.3209,73.503,73.6995,4074000,72.99951
2016-08-03,73.503,73.6995,71.6359,71.8816,4166900,71.19887
2016-08-04,72.3238,73.5521,71.3411,71.9307,4045400,71.24751
2016-08-05,72.3238,73.0116,71.9798,72.422,3425900,71.73414
2016-08-08,73,75.5,72.5,74.15,4516900,74.15
2016-08-09,74,74.15,72.85,73.05,1742000,73.05
2016-08-10,73,73.4,71.1,71.45,2209000,71.45
2016-08-11,71.4,71.85,70.5,71,2147000,71
2016-08-12,71.2,71.9,70.8,71.55,1709600,71.55
2016-08-15,71.55,71.55,71.55,71.55,0,71.55
2016-08-16,71.95,73.15,71.35,72.8,2160700,72.8
2016-08-17,73,73.3,72.5,72.9,1523100,72.9
2016-08-18,73.1,73.65,72.6,72.75,1892300,72.75
2016-08-19,73,73.15,72.55,72.9,1438400,72.9
2016-08-22,73.25,74.4,72.9,73.6,2397300,73.6
2016-08-23,73.7,74.2,73.3,73.65,1753800,73.65
2016-08-24,73.7,74,73.15,73.6,1518400,73.6
2016-08-25,73.4,73.65,71,71.45,3925300,71.45
2016-08-26,71.85,72.35,71.15,71.75,1839000,71.75
2016-08-29,71.7,72.25,71.1,71.65,1635000,71.65
2016-08-30,71.5,74.5,71.5,73.9,8508300,73.9
2016-08-31,74.2,75.8,73.55,74.85,5741600,74.85
2016-09-01,75.15,76.9,74.6,75.25,5760500,75.25
2016-09-02,75.6,76.35,75.4,76.1,2566900,76.1
2016-09-05,76.1,76.1,76.1,76.1,0,76.1
2016-09-06,76.15,76.85,75.65,75.95,2530700,75.95
2016-09-07,76.25,79.25,75.1,78.45,8088600,78.45
2016-09-08,79.3,81.75,79,80.45,9152000,80.45
2016-09-09,80.85,81.85,79.7,80.25,4779400,80.25
2016-09-12,76,77.95,75.8,76.05,3819400,76.05
2016-09-13,76.05,76.05,76.05,76.05,0,76.05
2016-09-14,76.6,78.8,76.1,78.45,3234800,78.45
2016-09-15,78.6,79.8,77.9,78.75,2846200,78.75
2016-09-16,79.3,83.4,79.3,82.45,13930400,82.45
2016-09-19,82.75,84.45,82.75,83.6,6938700,83.6
2016-09-20,83.6,83.8,81.05,81.65,3175900,81.65
2016-09-21,81.75,83.8,81.7,82.65,4906400,82.65
2016-09-22,83.5,85.4,83.1,84.6,6952400,84.6
2016-09-23,84.9,89,84.4,86.6,15607400,86.6
2016-09-26,87.2,88,84.5,85,6579800,85
2016-09-27,86,86.35,79.8,80.15,13473300,80.15
2016-09-28,79.9,83.7,79.2,81.7,11807300,81.7
2016-09-29,82.05,83,71.1,72.9,23579600,72.9
2016-09-30,75,78.8,74.7,78.3,19607800,78.3
2016-10-03,80.1,81.8,79.45,80.35,8614100,80.35
2016-10-04,80.7,82.65,79.9,81.2,8001700,81.2
2016-10-05,81.75,82.7,81.25,81.6,5178900,81.6
2016-10-06,81.95,85.35,81.7,83.5,16609500,83.5
2016-10-07,84,84.45,82.35,83.1,4824400,83.1
2016-10-10,83.9,84.2,82.55,82.8,2199000,82.8
2016-10-11,82.8,82.8,82.8,82.8,0,82.8
2016-10-12,82.8,82.8,82.8,82.8,0,82.8
2016-10-13,82.7,82.75,78.3,80.05,5040600,80.05
2016-10-14,80.35,81.35,78.9,80.75,4410300,80.75
2016-10-17,81.1,82,80.4,81.15,3463000,81.15
2016-10-18,81.6,82.9,81.3,82.55,3435800,82.55
2016-10-19,83.35,84.15,82.6,83,3776800,83
2016-10-20,83.5,84.25,82.9,83.25,2146400,83.25
2016-10-21,83.4,84.15,82.6,83.9,3078600,83.9
2016-10-24,84.35,85.2,83.2,84.85,3908400,84.85
2016-10-25,84.9,85.55,84.1,84.8,3017700,84.8
2016-10-26,84.1,87.2,83.8,85.65,6043700,85.65
2016-10-27,85.3,86.35,84.15,85.6,4228100,85.6
2016-10-28,85.95,90.35,85.5,89.7,12617500,89.7
2016-10-31,89.7,89.7,89.7,89.7,0,89.7
2016-11-01,90.6,91.05,88.55,89.3,7032200,89.3
2016-11-02,87.25,87.8,85.1,85.7,4572600,85.7
2016-11-03,86.1,87.3,85.1,85.7,4751000,85.7
2016-11-04,85.8,86.2,81.2,81.7,6172400,81.7
2016-11-07,83.15,85,82.8,83.15,3700300,83.15
2016-11-08,84,84.15,81.6,82.6,3223600,82.6
2016-11-09,76,80.2,70.3,79.3,15152900,79.3
2016-11-10,81.45,83.4,81.4,82.2,4270800,82.2
2016-11-11,81.2,81.75,78.3,78.85,3208900,78.85
2016-11-14,78.85,78.85,78.85,78.85,0,78.85
2016-11-15,80.4,80.65,75.75,77.6,5556300,77.6
2016-11-16,78.6,79.6,73.95,74.55,4191800,74.55
2016-11-17,74.85,75.95,73.8,74.25,3085500,74.25
2016-11-18,74.5,75.1,73.7,74.2,2636800,74.2
2016-11-21,74.6,74.9,70.65,70.95,4761900,70.95
2016-11-22,73,73,70.5,71.8,3336700,71.8
2016-11-23,73.25,73.45,71.85,73.2,2376200,73.2
2016-11-24,72.6,73.55,71.6,72.1,5841500,72.1
2016-11-25,72.5,75.15,72.1,74.7,2801600,74.7
2016-11-28,75,76.7,74.1,76,2702900,76
2016-11-29,76,77.2,75.7,76.5,2121000,76.5
2016-11-30,76.9,77.9,76.65,77.65,1943400,77.65
2016-12-01,77.7,78.25,75.85,76.05,1917200,76.05
2016-12-02,75.55,76,74.6,75.25,1659100,75.25
2016-12-05,75.5,75.8,74.25,75.3,1185500,75.3
2016-12-06,75.8,76.65,75.3,75.5,1403000,75.5
2016-12-07,75.7,76.4,74.45,74.85,1234000,74.85
2016-12-08,75.1,76.5,75.1,76.2,1496200,76.2
2016-12-09,76.45,76.9,76.05,76.6,1219400,76.6
2016-12-12,76.5,78.6,76,77.35,2586100,77.35
2016-12-13,77.8,78.45,77.35,77.7,1559100,77.7
2016-12-14,77.8,78.2,75.6,75.85,1520900,75.85
2016-12-15,74.3,76.9,74.3,76.15,3191800,76.15
2016-12-16,76,76.65,75,75.55,1281900,75.55
2016-12-19,75.1,76.15,74.4,75.4,1015900,75.4
2016-12-20,75.35,76.3,73.7,74.15,1420200,74.15
2016-12-21,74.5,74.95,73.7,74.25,1059100,74.25
2016-12-22,74.5,74.55,73.2,73.85,1417500,73.85
2016-12-23,74,74.1,72.1,72.75,1798600,72.75
2016-12-26,72.55,73.4,70.5,70.6,1717400,70.6
2016-12-27,70.7,72.25,70.5,71.95,2014300,71.95
2016-12-28,72.5,73.6,72.2,72.6,2281600,72.6
2016-12-29,72.7,73.6,72.55,73.25,2671200,73.25
2016-12-30,73.6,75.3,73.6,75,2190400,75
2017-01-02,75.25,75.5,74.05,75.15,1427900,75.15
2017-01-03,75.45,81.6,75.05,81,13000200,81
2017-01-04,81.7,82.4,80.55,81.05,6343900,81.05
2017-01-05,81.5,83.45,81,82.95,4361000,82.95
2017-01-06,82.85,84.1,81.35,82.2,4602300,82.2
2017-01-09,84.6,86,83.7,84.5,5750700,84.5
2017-01-10,84.55,85.35,83.55,84.35,2313500,84.35
2017-01-11,84.5,85.15,84.15,84.5,2550700,84.5
2017-01-12,85.2,87.65,84.85,86,5070600,86
2017-01-13,86.05,86.4,84.05,85.2,2085500,85.2
2017-01-16,84.6,85.95,84.6,85.55,1857900,85.55
2017-01-17,86,86.25,84.25,84.95,1665700,84.95
2017-01-18,85.3,88.35,84.4,87.3,3408200,87.3
2017-01-19,87.95,91.15,87.95,89.4,11371700,89.4
2017-01-20,89.4,89.9,81.85,82.7,12788700,82.7
2017-01-23,82,86.2,82,85.15,6924600,85.15
2017-01-24,85.15,85.8,84.5,85.45,2980500,85.45
2017-01-25,85.7,86.1,84.65,85.15,2949000,85.15
2017-01-26,85.15,85.15,85.15,85.15,0,85.15
2017-01-27,85.2,88,85.15,87.1,4574800,87.1
2017-01-30,87.1,87.5,85.4,86.35,2770400,86.35
2017-01-31,86.4,86.55,83.8,84.35,2639800,84.35
2017-02-01,84.8,89.2,83,88.8,7733500,88.8
2017-02-02,89,90.15,87.05,89.1,5341600,89.1
2017-02-03,89.35,94.55,88.9,93.65,12702800,93.65
2017-02-06,94.85,95.7,93.5,94.65,5410800,94.65
2017-02-07,94.6,94.6,91.1,92.1,4265700,92.1
2017-02-08,92.3,96.4,91.4,95.9,7537400,95.9
2017-02-09,96.45,97.05,94,95.85,6471200,95.85
2017-02-10,96.25,97.65,95.5,96.15,5262800,96.15
2017-02-13,96,96.65,89.6,94.05,5651700,94.05
2017-02-14,94,94.5,92.4,93.1,2691900,93.1
2017-02-15,92.8,93.7,88.9,89.75,4689200,89.75
2017-02-16,89.85,92.45,88.3,92.2,7614500,92.2
2017-02-17,92.65,94.9,91.4,93.8,5080100,93.8
2017-02-20,94.25,94.9,93.05,93.7,4228200,93.7
2017-02-21,93.7,95.7,93.5,95.3,5562800,95.3
2017-02-22,95.95,95.95,93,93.45,3911000,93.45
2017-02-23,93.25,95.1,92.25,93.25,10444100,93.25
2017-02-24,93.25,93.25,93.25,93.25,0,93.25
2017-02-27,94.15,95.25,92.85,94.35,6421500,94.35
2017-02-28,94.9,96.85,94.1,96.1,6103100,96.1
2017-03-01,96.75,99.4,96.55,97.35,12197300,97.35
2017-03-02,97.95,98.5,94,94.45,6287400,94.45
2017-03-03,93.7,97.9,93.45,97.5,9296400,97.5
2017-03-06,98,100.45,98,98.85,9334100,98.85
2017-03-07,98.75,99,97.1,97.4,3174000,97.4
2017-03-08,97.4,98.1,95.15,96.1,5062500,96.1
2017-03-09,95.2,96.7,94.75,95.2,3293500,95.2
2017-03-10,95.5,96.15,93.6,94.25,5628500,94.25
2017-03-13,94.25,94.25,94.25,94.25,0,94.25
2017-03-14,97,98,95.9,96.5,5150400,96.5
2017-03-15,97,98.3,96.65,97.1,6129700,97.1
2017-03-16,97.7,101.5,97.7,100.85,14843300,100.85
2017-03-17,102.2,103,99.4,100.85,12676300,100.85
2017-03-20,101.2,101.2,98.95,99.65,4053300,99.65
2017-03-21,99.95,100.85,99.05,99.9,5697700,99.9
2017-03-22,99,99,95.55,95.9,5967600,95.9
2017-03-23,96.6,101.2,96.1,98.7,11129700,98.7
2017-03-24,98.9,102.9,98.3,99.85,15955700,99.85
2017-03-27,100.8,104.7,100.3,104.25,18039400,104.25
2017-03-28,105.8,106.15,103.45,104.25,11127200,104.25
2017-03-29,104.9,105.2,103.5,104.2,5875500,104.2
2017-03-30,104.25,106.4,103.7,105.4,8142400,105.4
2017-03-31,105.5,106.75,105.15,105.75,3719300,105.75
2017-04-03,105.95,108.5,105.85,107.8,5906800,107.8
2017-04-04,107.8,107.8,107.8,107.8,0,107.8
2017-04-05,108.4,111,108,110.65,6924000,110.65
2017-04-06,110,111.4,108.5,110.1,4277700,110.1
2017-04-07,109.4,109.8,106.9,107.45,4584300,107.45
2017-04-10,108,110.35,106.5,109.45,4467900,109.45
2017-04-11,109.5,112.8,109.35,112.45,6882700,112.45
2017-04-12,112.5,113.8,110.1,112.4,14714300,112.4
2017-04-13,112.65,113.4,111.3,111.75,6165500,111.75
2017-04-14,111.75,111.75,111.75,111.75,0,111.75
2017-04-17,112.3,113.45,110.9,112.85,6017800,112.85
2017-04-18,113.25,114.8,110,110.8,4048700,110.8
2017-04-19,110.8,113.4,109.25,112.65,3660000,112.65
2017-04-20,113.3,114.5,112.9,113.4,3193900,113.4
2017-04-21,114,117,112.4,116.45,5817700,116.45
