"Date","WOCKPHARMA.NS.Open","WOCKPHARMA.NS.High","WOCKPHARMA.NS.Low","WOCKPHARMA.NS.Close","WOCKPHARMA.NS.Volume","WOCKPHARMA.NS.Adjusted"
2016-02-05,1014,1054.85,966.8,1043.8,3451100,1029.72
2016-02-08,1048,1059,1001,1011.75,1440800,998.1
2016-02-09,990,1018.1,970.4,987.7,1619200,974.37
2016-02-10,987,999.3,930.15,955.85,2136900,942.95
2016-02-11,945,982,848.05,877.1,2404100,865.27
2016-02-12,825,835,705.75,762.1,6269000,751.82
2016-02-15,786,824,714.25,758,5870100,747.77
2016-02-16,765.1,814.5,730.5,793.4,6627400,782.7
2016-02-17,804.5,813.7,783,796.6,3145900,785.85
2016-02-18,810.2,837,775,791.8,2905100,781.12
2016-02-19,787.9,815.6,764.05,805.4,2097100,794.53
2016-02-22,817.8,820.05,788.4,810.7,1502700,799.76
2016-02-23,812.4,812.4,780.4,788.55,1669600,777.91
2016-02-24,780,796.6,762.1,789.9,2019400,779.24
2016-02-25,797,810.75,781.45,786.05,1491400,775.44
2016-02-26,795,801.95,768.6,781.35,1318100,770.81
2016-02-29,773.9,787.8,752.25,760.15,1386700,749.89
2016-03-01,763.8,810,763.8,801.5,1864500,790.69
2016-03-02,815.55,899.6,812,881.4,4635100,869.51
2016-03-03,894,926,893,917.2,3117600,904.82
2016-03-04,925,930,891,910.95,1854900,898.66
2016-03-07,910.95,910.95,910.95,910.95,0,898.66
2016-03-08,914,971.8,896.3,965.95,3385500,952.92
2016-03-09,970,996.95,961.15,979.1,2518100,965.89
2016-03-10,985,996.3,956.55,966.75,1558800,953.71
2016-03-11,970,978.9,952,971.85,1126600,958.74
2016-03-14,973,1012.7,964.45,995.9,2386400,982.46
2016-03-15,997.65,1009.15,973.35,978,1405500,964.8
2016-03-16,976.3,984,935.6,959.65,2019600,946.7
2016-03-17,969.9,978.7,947.1,952.4,1718900,939.55
2016-03-18,950.45,950.85,912.2,935,2235200,922.38
2016-03-21,940,955,928,948.2,1200500,935.41
2016-03-22,950,972.5,948.5,958,1296900,945.07
2016-03-23,961.7,969,953.25,957.3,833200,944.38
2016-03-24,957.3,957.3,957.3,957.3,0,944.38
2016-03-25,957.3,957.3,957.3,957.3,0,944.38
2016-03-28,952,963.5,937,940.85,666700,928.16
2016-03-29,936,955.95,891,947.5,2169800,934.72
2016-03-30,962.7,964.9,941.75,954.5,924300,941.62
2016-03-31,960.8,978.9,956,973.95,1243600,960.81
2016-04-01,978,989.9,967,977.35,835300,964.16
2016-04-04,984.95,985,962.55,969.95,604800,956.86
2016-04-05,966,975,946.1,951.7,694100,938.86
2016-04-06,948.9,949.8,930.15,942.85,792100,930.13
2016-04-07,944.95,986,943,952.5,1744900,939.65
2016-04-08,952.5,966,949,957.5,637700,944.58
2016-04-11,962.3,973,951,967.55,614400,954.5
2016-04-12,969.9,1035.7,966.1,1028.8,3157000,1014.92
2016-04-13,1046,1056.55,1026,1032.95,1362500,1019.01
2016-04-14,1032.95,1032.95,1032.95,1032.95,0,1019.01
2016-04-15,1032.95,1032.95,1032.95,1032.95,0,1019.01
2016-04-18,1035.9,1045,1000.1,1035.15,949100,1021.18
2016-04-19,1035.15,1035.15,1035.15,1035.15,0,1021.18
2016-04-20,1039.7,1068.7,1038.05,1049.55,1135700,1035.39
2016-04-21,1056,1069,1008.1,1021.5,947400,1007.72
2016-04-22,1018,1035.9,1006.3,1023.45,852800,1009.64
2016-04-25,1023.45,1030.7,1001.9,1007.95,699800,994.35
2016-04-26,1007.9,1041,1004,1036.8,973400,1022.81
2016-04-27,1037.95,1045,1025,1028.85,605600,1014.97
2016-04-28,1032,1034.8,993.15,997.9,716300,984.44
2016-04-29,998.9,1012.4,980.3,992.05,1021300,978.66
2016-05-02,992.4,1026.95,991.05,1007.85,816400,994.25
2016-05-03,1010.85,1021,987.05,994.35,675400,980.93
2016-05-04,994.8,1004.3,966.35,970.1,724200,957.01
2016-05-05,974,985,962,970.8,774200,957.7
2016-05-06,970.8,974,931,937.5,1704000,924.85
2016-05-09,920,961.95,905.5,950.2,2851400,937.38
2016-05-10,953.8,974,951,958.75,930500,945.81
2016-05-11,947.8,961.35,938,944.85,704200,932.1
2016-05-12,949.85,958.9,942,947.2,448100,934.42
2016-05-13,946.5,952.4,926.9,933.4,580100,920.81
2016-05-16,937,949,925.05,935.45,530200,922.83
2016-05-17,942,963.85,938.55,948.8,863500,936
2016-05-18,950.35,960,941.65,954.75,610500,941.87
2016-05-19,956,956,922.1,927.45,626300,914.94
2016-05-20,931.8,945,918.75,925.05,660000,912.57
2016-05-23,930.3,935,902,907.95,475900,895.7
2016-05-24,908.9,912.45,858.65,872.85,988100,861.07
2016-05-25,885.85,886.35,865.65,880.5,667300,868.62
2016-05-26,884.9,904.95,878.3,900.35,608800,888.2
2016-05-27,904.9,942.5,904,926.65,708300,914.15
2016-05-30,934.3,945,923,931.7,520500,919.13
2016-05-31,936.4,938.8,911,916.95,469200,904.58
2016-06-01,920,942.35,918.15,928,530600,915.48
2016-06-02,930.9,937,922.7,934.4,467100,921.79
2016-06-03,940,956.4,916.35,922.75,895200,910.3
2016-06-06,929.9,931.1,910.05,923.85,381300,911.38
2016-06-07,928.2,934.95,916,930.75,510100,918.19
2016-06-08,933.75,963.45,923.1,957.45,820200,944.53
2016-06-09,961,961.8,938,942.2,534500,929.49
2016-06-10,942,953.55,934.2,938.55,408900,925.89
2016-06-13,927.25,929.25,910,916.85,533900,904.48
2016-06-14,920.05,929.8,912.05,919.9,386000,907.49
2016-06-15,924.5,935.85,920.55,924.1,412900,911.63
2016-06-16,924.7,924.7,902.1,907.1,606300,894.86
2016-06-17,914,915.3,881.4,884.35,729200,872.42
2016-06-20,878.45,905.7,871.65,895.7,833900,883.61
2016-06-21,901.4,914.4,895.9,900.1,510700,887.96
2016-06-22,902,907.8,881.55,887.5,458600,875.53
2016-06-23,887.9,891.95,875.6,881.15,579400,869.26
2016-06-24,840,896,822,888.9,1029800,876.91
2016-06-27,882,906,882,898.35,849200,886.23
2016-06-28,902.85,914,900,909.55,593800,897.28
2016-06-29,914,924.9,910.05,914.85,535900,902.51
2016-06-30,923,936.95,915.55,933.9,933600,921.3
2016-07-01,937.8,950,930.35,937.1,450200,924.46
2016-07-04,943.8,957.9,937.15,952.05,545400,939.2
2016-07-05,953,972.5,950.45,956.4,671100,943.5
2016-07-06,956.4,956.4,956.4,956.4,0,943.5
2016-07-07,957.7,967,932.5,938.7,533400,926.03
2016-07-08,943.4,958.85,941.05,950.9,566200,938.07
2016-07-11,965,980.85,958.45,973.5,674700,960.37
2016-07-12,979.9,981.5,956,960.3,527000,947.34
2016-07-13,964.8,973,945.5,951.6,606600,938.76
2016-07-14,953.9,958,942.5,949.05,375900,936.24
2016-07-15,952,957.05,935,939.05,280200,926.38
2016-07-18,943.8,943.8,911.5,924.25,360900,911.78
2016-07-19,922,928.8,911,921.95,503800,909.51
2016-07-20,922.15,1049.5,922.15,1037.1,4148600,1023.11
2016-07-21,1081,1129.05,979,991.2,8401000,977.83
2016-07-22,988,1012.9,969,974.85,2287900,961.7
2016-07-25,977,998.9,971,980.95,1244200,967.71
2016-07-26,982.8,989.55,960,963.6,706000,950.6
2016-07-27,961,1015.5,942,987.8,2108500,974.47
2016-07-28,994.5,1012.35,980.4,990.55,1753500,977.18
2016-07-29,995,1034,991.05,1008.6,1937100,994.99
2016-08-01,1011,1027,982,998.35,1078100,984.88
2016-08-02,1000,1016.5,980,985.85,861700,972.55
2016-08-03,983,1037,962,1001.05,2460100,987.54
2016-08-04,1011,1026.8,999.4,1010.4,1233800,996.77
2016-08-05,1018.4,1026,1001.1,1015.15,800800,1001.45
2016-08-08,952,952,877.95,915.05,4689900,902.7
2016-08-09,914,925.55,905.2,908.45,1276900,896.19
2016-08-10,914,918.95,871.6,876.75,1276600,864.92
2016-08-11,880,891.5,859,867.4,1084200,855.7
2016-08-12,871.7,879.55,803.5,810.65,2920800,799.71
2016-08-15,810.65,810.65,810.65,810.65,0,799.71
2016-08-16,802,802,766,780.95,2912900,770.41
2016-08-17,778.95,810,773.15,788.7,2099400,778.06
2016-08-18,796,800.95,787.1,790.8,849400,780.13
2016-08-19,794.8,811.75,791,797.3,1337200,786.54
2016-08-22,801.95,808,784.3,786.75,814400,776.13
2016-08-23,785.7,805,780.1,792.05,1005200,781.36
2016-08-24,796.65,809,793.05,803.2,1077700,792.36
2016-08-25,812,847.8,811.9,830.1,3733700,818.9
2016-08-26,836,839.3,815,818.45,848000,807.41
2016-08-29,819,832.45,804.25,820.05,946800,808.99
2016-08-30,825,835.6,823.3,830.25,765400,819.05
2016-08-31,830.15,838.5,814,817.65,740500,806.62
2016-09-01,817,828.8,802,809.2,674800,798.28
2016-09-02,813,824.4,805.5,816.95,724700,805.93
2016-09-05,816.95,816.95,816.95,816.95,0,805.93
2016-09-06,817,828.8,817,821.2,448100,810.12
2016-09-07,823.6,839.7,817.25,832.1,957800,820.87
2016-09-08,835.7,883.4,830,876.95,2337500,865.12
2016-09-09,881.4,889.15,851,856.55,1879400,844.99
2016-09-12,839,846,815,818.65,1084700,807.6
2016-09-13,818.65,818.65,818.65,818.65,0,807.6
2016-09-14,826,842.5,820,831.85,1061800,820.63
2016-09-15,833.8,849.7,832.05,837.75,736900,826.45
2016-09-16,845.3,958.95,843,909.65,9708500,897.38
2016-09-19,917,931.1,883.05,890.65,3221300,878.63
2016-09-20,893.9,933.5,892,911.35,3439200,899.05
2016-09-21,916,928,868.15,891.45,3712800,879.42
2016-09-22,906.25,911.9,894.65,898.6,1579100,886.48
2016-09-23,897.6,906.45,880.1,883.95,987500,872.02
2016-09-26,885.45,928,882.1,910.05,2920000,897.77
2016-09-27,911.75,929,900.9,903.5,1677700,891.31
2016-09-28,904.8,913.5,901,904.6,922400,892.39
2016-09-29,912.8,945,855,863.9,4881100,852.24
2016-09-30,869.85,888.95,862.55,878.35,2178100,866.5
2016-10-03,889.9,907.45,885.3,896,1160300,883.91
2016-10-04,921,937,897,920.4,3572500,907.98
2016-10-05,922.4,924.95,910,912.9,896500,900.58
2016-10-06,917.45,924,892.8,899.85,893200,887.71
2016-10-07,903.7,909.8,885.15,894.25,836300,882.18
2016-10-10,899.75,902,885.15,889.75,658400,877.75
2016-10-11,889.75,889.75,889.75,889.75,0,877.75
2016-10-12,889.75,889.75,889.75,889.75,0,877.75
2016-10-13,888.5,889,867.1,875.25,783400,863.44
2016-10-14,879,886.45,873.45,876,504900,864.18
2016-10-17,878.45,883.9,857.05,862.05,629500,850.42
2016-10-18,866.9,879.45,866.5,872.7,627000,860.93
2016-10-19,877.2,899,875.85,881.55,972900,869.66
2016-10-20,887.55,890,876.6,879.6,539900,867.73
2016-10-21,882.95,885.85,871,876.4,399000,864.58
2016-10-24,880,898.9,872.8,885.05,738300,873.11
2016-10-25,888.75,889.5,876,879.7,366600,867.83
2016-10-26,870,881.7,860.35,863.75,427000,852.1
2016-10-27,861.8,868.8,851.05,853.2,578700,841.69
2016-10-28,854.6,878.2,850.1,868.85,840800,857.13
2016-10-31,868.85,868.85,868.85,868.85,0,857.13
2016-11-01,873.95,892.5,872.05,880,1061400,868.13
2016-11-02,870.2,870.2,845.8,848.8,696100,837.35
2016-11-03,848.8,862.5,833,835.5,608500,824.23
2016-11-04,834,834,792,797.55,1210500,786.79
2016-11-07,810,823.5,806.7,811.45,556300,800.5
2016-11-08,815,820,790.1,804.6,785900,793.74
2016-11-09,724.15,805,688.15,790.1,1717400,779.44
2016-11-10,812,822.5,805.45,813.85,674800,802.87
2016-11-11,780,800.8,767.55,784.1,1214000,773.52
2016-11-14,784.1,784.1,784.1,784.1,0,773.52
2016-11-15,795.9,795.9,748.1,760.2,659900,749.94
2016-11-16,778.7,780,736.95,741.15,762200,731.15
2016-11-17,740,744.6,723.25,727.35,667800,727.35
2016-11-18,731,741.5,725,730.75,598000,730.75
2016-11-21,739,739.85,689.25,692.75,839900,692.75
2016-11-22,698.9,703,683.05,689.2,784900,689.2
2016-11-23,667.5,685.7,657,674.3,1890800,674.3
2016-11-24,672,686.5,663.55,672.05,1412300,672.05
2016-11-25,675.05,681.4,668.2,674.7,1523700,674.7
2016-11-28,675.1,693.9,675.1,684.7,1064300,684.7
2016-11-29,688.7,709.7,688,694.65,1401600,694.65
2016-11-30,699.4,706.9,697.9,701.3,619700,701.3
2016-12-01,705,721,700.1,704.4,1245400,704.4
2016-12-02,703.4,710,690,693.15,682800,693.15
2016-12-05,696.2,699.9,680.1,687.9,678600,687.9
2016-12-06,689,700.65,689,693.85,563400,693.85
2016-12-07,698.9,698.9,682.1,685.45,537400,685.45
2016-12-08,690,695.8,686.45,692.55,402500,692.55
2016-12-09,694,699.6,688.65,692.2,428500,692.2
2016-12-12,692,696,685.2,688,453200,688
2016-12-13,689,694.9,688,690.1,310800,690.1
2016-12-14,709.95,722.5,697,700.6,2478900,700.6
2016-12-15,694,703.75,690.5,693.4,607200,693.4
2016-12-16,696,696.9,680.1,684.55,554300,684.55
2016-12-19,686.4,691,681,682.75,394500,682.75
2016-12-20,698.9,703.75,677.25,683.3,1205700,683.3
2016-12-21,686.6,688.4,666,669.05,679600,669.05
2016-12-22,665,669,655.3,662.3,705400,662.3
2016-12-23,663,672.45,656.75,661.9,621600,661.9
2016-12-26,659.85,659.9,632,636.2,676100,636.2
2016-12-27,634,645,627.2,640.6,603600,640.6
2016-12-28,640.4,655,639.9,646.25,652900,646.25
2016-12-29,647,653,641.6,648.4,583200,648.4
2016-12-30,652,672,652,657.75,1680500,657.75
2017-01-02,660.95,671,658.05,666.4,579100,666.4
2017-01-03,668.9,678.8,663.05,666.35,815800,666.35
2017-01-04,650,671,640.65,665.6,1544800,665.6
2017-01-05,667,676.5,662.9,673.45,707300,673.45
2017-01-06,702,727.9,698,710.9,6490300,710.9
2017-01-09,710.95,713.9,691.05,698.5,1149900,698.5
2017-01-10,702,707.8,695.05,699.4,763000,699.4
2017-01-11,707,708,694,696.85,915600,696.85
2017-01-12,687.9,691.4,680.15,686.15,939600,686.15
2017-01-13,688.9,699.8,687.05,695.6,743600,695.6
2017-01-16,693,693.9,685.5,688.3,380900,688.3
2017-01-17,690.95,694.5,679.05,683.6,581100,683.6
2017-01-18,685.9,696.9,683.8,690.95,554900,690.95
2017-01-19,694,694.45,682.1,685.35,318200,685.35
2017-01-20,685,691.5,675,676.65,538200,676.65
2017-01-23,675,675,656,670.75,399100,670.75
2017-01-24,674.15,687.75,670.45,682.45,624700,682.45
2017-01-25,660,671.95,657.25,661.5,1403400,661.5
2017-01-26,661.5,661.5,661.5,661.5,0,661.5
2017-01-27,664.7,672.75,662,668.5,698200,668.5
2017-01-30,668,676,661.35,663.85,474600,663.85
2017-01-31,664.4,666.95,645.2,647.4,649800,647.4
2017-02-01,647.4,647.75,634.25,641.6,600900,641.6
2017-02-02,640.85,671.4,639.65,665.1,1291500,665.1
2017-02-03,668,699.95,666.3,686.5,1704400,686.5
2017-02-06,693,731,688,714.5,4001800,714.5
2017-02-07,719,724.9,699.25,703.15,1314200,703.15
2017-02-08,702,705.7,684,689.05,960900,689.05
2017-02-09,691.9,698.95,675,685.4,783000,685.4
2017-02-10,688.55,695,678,686.95,715000,686.95
2017-02-13,690,691.45,666.55,671.6,819100,671.6
2017-02-14,670.2,677.95,668.35,670.95,548000,670.95
2017-02-15,668.6,672.55,656.1,659.5,586000,659.5
2017-02-16,662.2,688.8,660.4,684.15,982500,684.15
2017-02-17,689.5,713.8,684.75,700.05,2369500,700.05
2017-02-20,703.2,723,700.1,715,1648700,715
2017-02-21,715.95,728.8,704,720.45,1323200,720.45
2017-02-22,724.1,724.1,697,711.35,1147500,711.35
2017-02-23,711,722.7,702,704.6,933600,704.6
2017-02-24,704.6,704.6,704.6,704.6,0,704.6
2017-02-27,707.95,773.5,705,760.55,6096600,760.55
2017-02-28,761.85,771,746.25,752.3,2490200,752.3
2017-03-01,756.1,770,745.5,750,1503700,750
2017-03-02,717,729,701,713.65,5324800,713.65
2017-03-03,712.2,725.4,706,720.85,1378400,720.85
2017-03-06,721,750,714.3,737.25,2301600,737.25
2017-03-07,740.5,753.4,726.45,737.4,1422400,737.4
2017-03-08,718.7,749.95,711,739,3788300,739
2017-03-09,736.8,746.95,726.45,731.1,1372200,731.1
2017-03-10,738.5,741.9,723.25,726.35,794800,726.35
2017-03-13,726.35,726.35,726.35,726.35,0,726.35
2017-03-14,745,745,727.35,730.65,1264100,730.65
2017-03-15,733.9,741.45,732.15,735.2,607700,735.2
2017-03-16,741,759.45,737.5,746.3,1608100,746.3
2017-03-17,753,758.7,736.4,743.2,995600,743.2
2017-03-20,743.2,752.35,741,746.4,735200,746.4
2017-03-21,749.75,749.8,721.5,727.1,979000,727.1
2017-03-22,730,747,726,730.85,1568900,730.85
2017-03-23,734.4,741.95,724,727.2,747300,727.2
2017-03-24,731,734,716,718.85,811000,718.85
2017-03-27,720.65,726,713.1,718,629800,718
2017-03-28,721.6,735,720,732.45,1048900,732.45
2017-03-29,739.85,742.9,722.5,725.05,840900,725.05
2017-03-30,727.85,734.45,724.6,726.5,1242500,726.5
2017-03-31,729,731.4,717,719.25,511600,719.25
2017-04-03,723.5,773.95,721,765.7,4519700,765.7
2017-04-04,765.7,765.7,765.7,765.7,0,765.7
2017-04-05,771.1,784.5,760.55,766.8,1734600,766.8
2017-04-06,766,774,753.05,763.4,707000,763.4
2017-04-07,759,788.65,755.2,762.9,2089600,762.9
2017-04-10,767,773,759.55,763.3,542600,763.3
2017-04-11,764.2,778.9,762,773.95,920000,773.95
2017-04-12,772.4,775.9,756.1,766.65,611900,766.65
2017-04-13,771,776.1,760.4,762.55,610000,762.55
2017-04-14,762.55,762.55,762.55,762.55,0,762.55
2017-04-17,763,767.45,750,752.15,519100,752.15
2017-04-18,755,767.55,743.6,746.8,534800,746.8
2017-04-19,748.1,754,741.25,744.75,380800,744.75
2017-04-20,748.4,753.5,740.45,746.2,369200,746.2
2017-04-21,750,751,735,740.2,461900,740.2
